Edição;Carimbo de data/hora;ID;Gênero;Qual a sua escola / faculdade / instituto?;Qual o seu curso / programa de pós?;Em que ano você está?;Você já participou de quantos hackathons?;Qual a sua especialidade?;Você já tem equipe formada?;Time;Selecionado
2017.2;18/10/2017 21:15:37;80;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Não;0;S
2017.2;18/10/2017 21:12:21;81;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;30;S
2017.2;23/10/2017 00:03:05;91;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Nenhuma;Não;11;S
2017.2;18/10/2017 21:00:31;105;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;2;Desenvolvedor;Sim;4;S
2017.2;18/10/2017 21:00:41;125;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Sim;30;S
2017.2;18/10/2017 21:37:51;152;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;4° ano;0;Desenvolvedor;Não;0;S
2017.2;23/10/2017 01:46:06;158;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;11;S
2017.2;18/10/2017 21:08:57;160;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;4;S
2017.2;22/10/2017 01:54:12;165;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;0;Desenvolvedor;Sim;20;S
2018.1;16/05/2018 21:32:36;5;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Sim;61;N
2018.1;16/05/2018 19:08:22;13;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;2;Desenvolvedor;Não;0;N
2018.1;20/05/2018 19:12:07;19;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Sim;30;N
2018.1;16/05/2018 19:10:57;28;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;43;N
2018.1;17/05/2018 22:41:08;29;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Não;0;N
2018.1;16/05/2018 21:25:13;31;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;2;Desenvolvedor;Sim;48;N
2018.1;16/05/2018 19:13:16;33;F;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Desenvolvedor;Sim;45;S
2018.1;16/05/2018 20:21:25;34;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Não;0;N
2018.1;17/05/2018 14:10:02;43;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5° ano ou mais;0;Desenvolvedor;Sim;58;N
2018.1;17/05/2018 09:07:08;45;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;2;Desenvolvedor;Sim;59;S
2018.1;16/05/2018 19:20:12;46;F;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Não;0;S
2018.1;17/05/2018 11:01:07;48;F;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Cientista de Dados;Sim;48;N
2018.1;20/05/2018 13:27:07;53;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;3° ano;0;Cientista de Dados;Sim;65;N
2018.1;17/05/2018 09:30:59;54;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;1;Desenvolvedor;Sim;59;S
2018.1;17/05/2018 14:17:53;59;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;66;N
2018.1;16/05/2018 19:44:28;60;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5° ano ou mais;1;Cientista de Dados;Sim;67;S
2018.1;16/05/2018 19:06:29;64;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;70;S
2018.1;17/05/2018 11:15:14;69;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5° ano ou mais;2;Desenvolvedor;Não;0;N
2018.1;17/05/2018 23:23:58;81;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Não;0;N
2018.1;20/05/2018 19:00:20;83;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Não;30;N
2018.1;17/05/2018 14:41:36;90;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;17/05/2018 14:00:44;93;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;77;N
2018.1;17/05/2018 23:32:18;95;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Cientista de Dados;Sim;48;N
2018.1;16/05/2018 19:46:58;106;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;5;S
2018.1;16/05/2018 19:38:25;113;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Não;0;N
2018.1;17/05/2018 08:08:39;131;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;70;S
2018.1;16/05/2018 20:55:13;135;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;61;N
2018.1;18/05/2018 13:08:55;138;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;77;N
2018.1;17/05/2018 15:22:51;141;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Cientista de Dados;Sim;44;N
2018.1;16/05/2018 20:33:03;144;F;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Cientista de Dados;Sim;44;N
2018.1;16/05/2018 19:42:10;148;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Sim;18;N
2018.1;20/05/2018 22:27:37;156;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Não;0;N
2018.1;16/05/2018 20:07:55;159;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Negócios;Não;0;N
2018.1;17/05/2018 14:30:15;160;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;16/05/2018 21:28:17;165;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;61;N
2018.1;16/05/2018 20:30:53;170;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5° ano ou mais;1;Desenvolvedor;Não;0;N
2018.1;16/05/2018 19:47:29;173;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;18;N
2018.1;17/05/2018 14:34:21;177;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;18/05/2018 14:39:01;178;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Cientista de Dados;Sim;66;N
2018.1;16/05/2018 19:48:43;184;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Sim;18;N
2018.1;16/05/2018 20:28:30;188;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;29;N
2018.1;17/05/2018 13:59:12;196;F;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;77;N
2018.1;17/05/2018 11:09:09;197;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;53;S
2018.1;16/05/2018 18:51:37;198;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;2;Desenvolvedor;Sim;67;N
2018.1;16/05/2018 19:08:47;204;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Cientista de Dados;Sim;45;S
2018.1;16/05/2018 18:48:34;208;F;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;4° ano;0;Desenvolvedor;Não;33;S
2018.1;16/05/2018 19:11:36;214;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;35;S
2018.1;16/05/2018 20:10:04;218;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Não;0;N
2018.1;16/05/2018 19:05:17;220;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;2;Cientista de Dados;Não;0;S
2018.1;16/05/2018 19:19:27;227;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;1;Desenvolvedor;Sim;37;S
2018.1;16/05/2018 19:03:20;229;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Desenvolvedor;Não;0;S
2018.1;18/05/2018 08:43:21;230;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Não;0;N
2018.1;20/05/2018 09:28:51;242;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Não;65;N
2018.1;16/05/2018 19:06:25;244;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;2;Desenvolvedor;Não;0;N
2018.1;17/05/2018 14:07:08;246;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5° ano ou mais;0;Desenvolvedor;Sim;58;N
2018.1;16/05/2018 23:08:07;247;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;4° ano;2;Desenvolvedor;Sim;40;N
2018.1;16/05/2018 18:53:30;248;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5° ano ou mais;0;Desenvolvedor;Sim;67;S
2018.1;16/05/2018 19:17:37;249;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;1;Desenvolvedor;Sim;37;S
2018.1;17/05/2018 14:02:18;256;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;77;N
2018.1;17/05/2018 14:33:27;260;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;16/05/2018 19:17:53;261;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;1;Desenvolvedor;Sim;37;S
2018.1;16/05/2018 19:55:09;264;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Cientista de Dados;Sim;0;N
2018.1;16/05/2018 19:02:20;275;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;35;S
2018.1;17/05/2018 14:27:53;277;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;17/05/2018 11:04:01;280;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Designer;Sim;48;N
2018.1;16/05/2018 19:43:17;281;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;2;Desenvolvedor;Sim;59;S
2018.1;17/05/2018 07:40:46;286;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;0;Desenvolvedor;Não;0;N
2018.1;16/05/2018 18:47:09;290;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;4° ano;0;Cientista de Dados;Sim;33;S
2018.1;16/05/2018 20:09:43;295;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Desenvolvedor;Não;0;N
2018.1;16/05/2018 16:06:10;296;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;2;Desenvolvedor;Sim;59;S
2018.1;16/05/2018 22:05:53;300;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;0;Desenvolvedor;Sim;61;N
2018.1;16/05/2018 19:11:34;304;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Desenvolvedor;Sim;35;S
2018.1;16/05/2018 21:15:25;311;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;5;S
2018.1;16/05/2018 19:42:59;312;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;1;Cientista de Dados;Sim;37;S
2018.1;17/05/2018 14:29:06;316;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;66;N
2018.1;17/05/2018 08:46:23;323;F;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;3° ano;1;Desenvolvedor;Sim;2;S
2018.1;16/05/2018 18:47:13;338;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4° ano;2;Cientista de Dados;Sim;67;S
2018.1;16/05/2018 21:37:10;347;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;5;S
2018.1;17/05/2018 12:01:53;348;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5° ano ou mais;0;Desenvolvedor;Sim;0;N
2018.1;17/05/2018 03:38:46;351;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Cientista de Dados;Sim;53;S
2018.1;17/05/2018 14:33:13;352;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;44;N
2018.1;20/05/2018 23:36:02;354;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;1;Cientista de Dados;Sim;30;N
2018.1;16/05/2018 19:05:10;357;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Desenvolvedor;Sim;70;S
2018.1;16/05/2018 19:20:30;358;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;0;Desenvolvedor;Sim;70;S
2018.1;16/05/2018 18:53:27;364;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1° ano;1;Desenvolvedor;Sim;5;S
2018.1;17/05/2018 08:15:08;365;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2° ano;0;Desenvolvedor;Sim;29;N
2017.1;2017/07/19 9:55:39 PM ;12;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciências da Computação;5° ano ou mais;1;Desenvolvedor;Sim;4;S
2017.1;2017/07/19 9:12:19 PM ;70;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciências da Computação;2° ano;1;Desenvolvedor;Sim;22;S
2017.1;2017/07/19 9:26:11 PM ;97;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciências da Computação;2° ano;1;Desenvolvedor;Sim;7;S
2017.1;2017/07/21 7:03:28 PM ;68;?;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciências de Computação;3° ano;0;Desenvolvedor;Não;0;N
2016.1;27/07/2016 18:23:55;145;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3º ano;0;Designer;Sim;15;N
2016.1;27/07/2016 16:28:56;163;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3º ano;0;Designer;Sim;15;N
2016.1;24/07/2016 21:11:19;406;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;5º ano ou mais;2;Designer;Não;0;S
2016.1;26/07/2016 01:12:50;446;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4º ano;0;Designer;Não;0;N
2016.1;24/07/2016 21:02:53;507;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;5º ano ou mais;1;Desenvolvedor;Sim;18;S
2016.1;27/07/2016 20:15:53;528;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;5º ano ou mais;0;Designer;Sim;15;N
2016.2;12/10/2016 22:51:44;57;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;6º ano ou mais;1;Designer;Não;0;S
2016.2;16/10/2016 22:55:31;78;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4º ano;1;Designer;Não;0;S
2017.1;2017/07/19 10:01:15 PM ;28;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3° ano;2;Designer;Não;0;N
2017.1;2017/07/20 10:05:51 AM ;46;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4° ano;1;Designer;Sim;17;N
2018.1;20/05/2018 20:34:26;21;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3° ano;0;Negócios;Sim;34;N
2018.1;18/05/2018 23:44:31;71;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3° ano;0;Designer;Sim;72;N
2018.1;16/05/2018 22:20:48;189;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4° ano;0;Designer;Não;0;N
2018.1;21/05/2018 01:52:40;238;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4° ano;0;Designer;Sim;55;N
2018.1;16/05/2018 21:46:51;263;F;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;3° ano;0;Designer;Não;0;N
2018.1;18/05/2018 00:54:16;313;M;Faculdade de Arquitetura e Urbanismo (FAU);Bacharelado em Design;4° ano;0;Designer;Não;0;N
2017.2;18/10/2017 21:06:31;1;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;5° ano ou mais;0;Negócios;Sim;1;S
2017.2;18/10/2017 21:01:56;149;F;Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto (FEA-RP);Bacharelado em Economia;5° ano ou mais;0;Negócios;Sim;1;S
2016.1;25/07/2016 02:01:29;5;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;5º ano ou mais;0;Negócios;Não;0;N
2016.1;24/07/2016 21:05:46;52;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;2º ano;0;Empreendedor/Negócios;Não;0;S
2016.1;24/07/2016 23:40:52;132;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;5º ano ou mais;2;Empreendedor/Negócios;Não;0;N
2016.1;24/07/2016 22:33:44;224;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;1º ano;1;Desenvolvedor;Sim;30;N
2016.1;24/07/2016 21:05:26;243;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;1º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;24/07/2016 22:31:50;293;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;1º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;25/07/2016 15:43:26;411;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;1º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;25/07/2016 05:11:40;437;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;1º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;27/07/2016 21:18:02;455;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;2º ano;1;Desenvolvedor/Negócios;Sim;53;N
2016.1;24/07/2016 21:09:39;469;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;2º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;24/07/2016 22:03:37;495;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;2º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;27/07/2016 12:57:39;547;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;4º ano;0;Empreendedor/Negócios;Não;0;N
2016.2;13/10/2016 10:58:38;88;F;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;2º ano;0;Negócios;Sim;0;N
2017.1;2017/07/19 9:30:14 PM ;36;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia;3° ano;0;Negócios;Não;0;N
2017.2;18/10/2017 21:49:55;156;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Economia ;1° ano;0;Negócios;Não;0;S
2016.1;24/07/2016 21:07:59;148;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Estatística;1º ano;2;Desenvolvedor;Não;0;N
2016.2;17/10/2016 21:10:57;7;F;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;1º ano;0;Desenvolvedor;Sim;13;S
2016.2;17/10/2016 20:47:44;37;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;1º ano;0;Negócios;Não;13;N
2017.2;22/10/2017 12:58:59;57;F;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;4° ano;0;Desenvolvedor;Sim;20;S
2017.2;21/10/2017 17:00:23;140;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;2° ano;0;Desenvolvedor;Sim;20;S
2018.1;16/05/2018 19:11:18;10;F;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;5° ano ou mais;0;Cientista de Dados;Sim;2;S
2018.1;16/05/2018 21:21:02;40;F;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;3° ano;1;Cientista de Dados;Sim;55;S
2018.1;16/05/2018 19:03:48;51;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;3° ano;0;Cientista de Dados;Sim;63;S
2018.1;16/05/2018 19:05:00;76;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;2° ano;0;Cientista de Dados;Sim;63;S
2018.1;16/05/2018 23:10:25;122;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;1° ano;0;Cientista de Dados;Não;0;N
2018.1;16/05/2018 19:06:33;149;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;2° ano;2;Cientista de Dados;Sim;63;S
2018.1;17/05/2018 08:46:26;299;F;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;4° ano;0;Cientista de Dados;Sim;2;S
2018.1;16/05/2018 19:09:38;310;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;3° ano;1;Cientista de Dados;Sim;7;S
2017.2;21/10/2017 21:50:01;35;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística;2° ano;0;Desenvolvedor;Não;0;N
2018.1;16/05/2018 21:52:17;3;M;Instituto de Matemática e Estatística (IME);Bacharelado em Estatística ;4° ano;0;Cientista de Dados;Sim;45;S
2016.2;12/10/2016 22:13:58;72;M;Instituto de Física (IF);Bacharelado em Física;4º ano;0;Desenvolvedor;Sim;9;N
2017.1;2017/07/19 9:31:25 PM ;40;M;Instituto de Física (IF);Bacharelado em Física;3° ano;1;Desenvolvedor;Não;0;N
2017.1;2017/07/20 6:27:39 PM ;83;?;Instituto de Física (IF);Bacharelado em Física;3° ano;0;Desenvolvedor;Sim;23;N
2017.1;2017/07/21 11:34:16 AM ;94;M;Instituto de Física (IF);Bacharelado em Física;4° ano;0;Desenvolvedor;Não;0;N
2017.1;2017/07/20 6:27:51 PM ;115;M;Instituto de Física (IF);Bacharelado em Física;1° ano;0;Desenvolvedor;Sim;23;N
2018.1;16/05/2018 20:10:05;27;M;Instituto de Física (IF);Bacharelado em Física;2° ano;1;Cientista de Dados;Não;0;N
2018.1;17/05/2018 08:48:20;84;M;Instituto de Física (IF);Bacharelado em Física;4° ano;1;Cientista de Dados;Não;73;N
2018.1;16/05/2018 19:43:20;97;M;Instituto de Física (IF);Bacharelado em Física;4° ano;1;Desenvolvedor;Sim;73;N
2018.1;16/05/2018 18:54:01;155;M;Instituto de Física (IF);Bacharelado em Física;2° ano;0;Desenvolvedor;Sim;22;N
2018.1;18/05/2018 14:37:24;162;M;Instituto de Física (IF);Bacharelado em Física;1° ano;2;Desenvolvedor;Não;0;N
2016.1;24/07/2016 21:10:57;134;M;Instituto de Física (IF);Bacharelado em Física;2º ano;0;Desenvolvedor;Não;0;N
2016.1;24/07/2016 23:04:39;203;M;Instituto de Física (IF);Bacharelado em Física;1º ano;0;Desenvolvedor;Sim;0;N
2016.1;26/07/2016 18:46:21;235;M;Instituto de Física (IF);Bacharelado em Física;4º ano;0;Desenvolvedor;Sim;32;N
2016.1;25/07/2016 12:47:21;270;M;Instituto de Física (IF);Bacharelado em Física;2º ano;0;Desenvolvedor;Não;0;N
2016.1;26/07/2016 17:35:47;290;M;Instituto de Física (IF);Bacharelado em Física;4º ano;0;Empreendedor/Negócios;Sim;32;N
2016.1;25/07/2016 08:27:01;54;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;25/07/2016 15:35:31;74;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Marketing;Sim;0;N
2016.1;27/07/2016 23:11:26;83;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;8;N
2016.1;25/07/2016 15:14:43;210;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;26;N
2016.1;25/07/2016 14:30:41;285;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;2;Empreendedor/Negócios;Sim;0;N
2016.1;27/07/2016 23:23:26;289;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;41;N
2016.1;25/07/2016 23:26:23;321;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;0;N
2016.1;27/07/2016 23:17:20;349;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Sim;8;N
2016.1;27/07/2016 15:50:26;351;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;1º ano;0;Empreendedor/Negócios;Sim;24;N
2016.1;24/07/2016 21:29:32;353;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;1º ano;0;Empreendedor/Negócios;Não;24;N
2016.1;25/07/2016 18:36:07;398;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Não;41;N
2016.1;27/07/2016 19:23:47;399;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;5º ano ou mais;0;Empreendedor/Negócios;Não;0;N
